Purchase_Date,Falchion,Falchion_Autotronic_BS,Falchion_Autotronic_FN,Falchion_Autotronic_FT,Falchion_Autotronic_MW,Falchion_Autotronic_WW,Falchion_Black_laminate_BS,Falchion_Black_laminate_FN,Falchion_Black_laminate_FT,Falchion_Black_laminate_MW,Falchion_Black_laminate_WW,Falchion_Blue_Steel_BS,Falchion_Blue_Steel_FN,Falchion_Blue_Steel_FT,Falchion_Blue_Steel_MW,Falchion_Blue_Steel_WW,Falchion_Boreal_forest_BS,Falchion_Boreal_forest_FN,Falchion_Boreal_forest_FT,Falchion_Boreal_forest_MW,Falchion_Boreal_forest_WW,Falchion_Bright_Water_BS,Falchion_Bright_Water_FN,Falchion_Bright_Water_FT,Falchion_Bright_Water_MW,Falchion_Bright_Water_WW,Falchion_Case_Hardened_BS,Falchion_Case_Hardened_FN,Falchion_Case_Hardened_FT,Falchion_Case_Hardened_MW,Falchion_Case_Hardened_WW,Falchion_Crimson_web_BS,Falchion_Crimson_web_FN,Falchion_Crimson_web_FT,Falchion_Crimson_web_MW,Falchion_Crimson_web_WW,Falchion_Damascus_Steel_BS,Falchion_Damascus_Steel_FN,Falchion_Damascus_Steel_FT,Falchion_Damascus_Steel_MW,Falchion_Damascus_Steel_WW,Falchion_Doppler_FN,Falchion_Doppler_MW,Falchion_Fade_FN,Falchion_Fade_MW,Falchion_Forest_DDPAT_BS,Falchion_Forest_DDPAT_FN,Falchion_Forest_DDPAT_FT,Falchion_Forest_DDPAT_MW,Falchion_Forest_DDPAT_WW,Falchion_Freehand_BS,Falchion_Freehand_FN,Falchion_Freehand_FT,Falchion_Freehand_MW,Falchion_Freehand_WW,Falchion_Gamma_Doppler_FN,Falchion_Gamma_Doppler_MW,Falchion_Lore_BS,Falchion_Lore_FN,Falchion_Lore_FT,Falchion_Lore_MW,Falchion_Marble_Fade_FN,Falchion_Marble_Fade_MW,Falchion_Night_BS,Falchion_Night_FT,Falchion_Night_MW,Falchion_Rust_coat_BS,Falchion_Rust_coat_WW,Falchion_safari_mesh_BS,Falchion_safari_mesh_FT,Falchion_safari_mesh_MW,Falchion_safari_mesh_WW,Falchion_Scorched_BS,Falchion_Scorched_FN,Falchion_Scorched_FT,Falchion_Scorched_MW,Falchion_Scorched_WW,Falchion_Slaughter_FN,Falchion_Slaughter_FT,Falchion_Slaughter_MW,Falchion_Stained_BS,Falchion_Stained_FN,Falchion_Stained_FT,Falchion_Stained_MW,Falchion_Stained_WW,Falchion_Tiger_Tooth_FN,Falchion_Tiger_Tooth_MW,Falchion_Ultraviolet_FN,Falchion_Ultraviolet_FT,Falchion_Ultraviolet_MW,Falchion_Ultraviolet_WW,Falchion_Urban_masked_BS,Falchion_Urban_masked_FN,Falchion_Urban_masked_FT,Falchion_Urban_masked_MW,Falchion_Urban_masked_WW
Nov 21 2017,63.74,,,,,,,,,,,,,59.76,69.966,67.061,49.44,,56.202,,,,,,,,,,69.648,86.527,77.592,57.945,,77.869,119.9,85.891,,88.98,76.805,89.353,,207.656,,117.614,,51.16,,54.376,65.009,58.791,,,,,,,,,,,,187.0,211.71,56.345,61.957,75.26,60.879,66.417,50.615,51.889,54.284,56.099,54.088,,52.507,,56.746,107.295,94.454,98.177,58.709,,53.544,59.8,61.639,141.613,157.434,,66.357,,,,,55.536,61.437,53.247
Nov 22 2017,67.016,,,,,,,,,,,64.071,,62.999,72.901,69.53,52.783,,57.857,79.481,,,,,,,67.599,,72.032,86.527,80.0,63.471,,81.342,131.778,,,114.988,72.289,79.721,,,,122.591,137.61,53.313,,56.122,,,,,,,,,,,,,,197.248,,54.05,67.804,80.596,60.921,,,51.188,55.04,,51.652,,53.435,62.202,,113.335,96.377,108.934,59.421,,51.749,58.272,40.566,147.201,,,65.14,89.134,58.755,47.91,,55.552,62.001,51.406
Nov 23 2017,65.728,,,,,,,,,,,,95.837,65.201,73.359,,48.997,,56.357,,,,,,,,,,69.716,85.432,73.052,56.782,,79.668,127.686,,,89.978,68.719,74.75,,206.9,,115.672,,46.195,,52.175,52.705,,,,,,,,,,,,,176.686,,51.194,61.452,70.925,51.648,,44.54,47.992,50.807,,46.406,,50.136,52.15,,113.785,,99.834,58.29,,52.567,55.906,56.173,144.596,,,66.25,63.25,,44.981,,49.709,61.83,53.344
Nov 24 2017,64.626,,,,,,,,,,,61.069,,64.018,69.165,59.266,,,53.03,61.526,,,,,,,63.57,,68.854,72.86,74.508,53.95,,78.814,106.6,,74.181,87.67,67.006,76.066,,203.172,306.796,118.49,117.947,,,52.893,60.299,,,,,,,,,,,,,190.833,,53.71,62.263,73.715,56.682,,43.161,49.581,51.218,56.647,50.08,,51.594,49.28,55.123,104.412,,94.758,49.775,,54.077,54.389,56.247,135.412,,,66.625,105.443,66.56,51.98,,52.16,,50.975
Nov 25 2017,62.154,,,,,,,,,,,62.465,,63.167,67.47,59.562,46.41,,53.49,74.775,,,,,,,68.011,,67.261,71.0,69.996,64.748,,74.751,128.164,68.116,,92.036,67.123,72.018,,193.326,,114.894,138.7,46.4,,50.005,,,,,,,,,,,,,,193.383,,50.187,58.14,72.515,57.125,63.55,43.459,48.501,54.16,48.263,38.257,,51.059,49.759,,120.21,,103.86,51.77,,52.436,50.777,49.248,140.172,,,65.503,,64.23,49.065,,51.35,,45.161
Nov 26 2017,65.983,,,,,,,,,,,59.553,,66.42,65.342,59.461,44.103,,55.558,59.301,,,,,,,,,68.288,88.839,60.155,57.508,,76.972,,85.59,,94.13,66.799,80.483,,,,115.904,,47.9,,52.151,56.004,,,,,,,,,,,,,184.161,,48.801,59.031,76.729,56.659,,48.381,48.577,52.876,49.743,44.101,,48.817,53.359,,122.841,,100.167,52.199,,50.254,55.645,49.358,143.604,,,63.617,,,50.072,,49.191,,45.26
Nov 27 2017,62.103,,,,,,,,,,,55.821,,64.269,67.05,63.614,,,54.689,61.542,,,,,,,84.848,,72.497,89.929,66.702,57.093,,80.513,123.166,80.331,,,75.862,83.17,,195.5,,114.277,,,,49.7,56.225,54.049,,,,,,,,,,,,204.83,,48.821,61.573,76.276,59.138,,43.339,47.876,49.334,50.0,49.157,,49.137,,,117.77,,101.96,49.828,,53.406,55.385,54.907,133.977,,,,81.57,,48.985,,48.984,57.047,51.83
Nov 28 2017,62.201,,,,,,,,,,,63.545,96.126,59.55,66.405,58.869,50.021,,52.968,63.574,,,,,,,,,70.999,75.527,,60.999,,86.576,109.65,,,,69.966,86.005,,196.126,,114.736,,49.126,,51.324,52.56,53.531,,,,,,,,,,,,,,53.038,57.368,75.706,52.806,58.94,43.514,48.583,,,50.48,,51.519,59.739,,117.804,92.0,94.392,53.83,,52.123,56.148,53.762,132.114,,,61.205,108.54,67.228,53.13,,51.525,56.11,
Nov 29 2017,62.221,,,,,,,,,,,64.361,,59.627,67.552,65.25,49.98,,53.762,59.15,,,,,,,,,70.222,77.65,69.001,63.389,,82.643,109.02,83.462,,99.157,77.615,,,201.045,,120.455,,51.334,,53.376,52.22,,,,,,,,,,,,,183.964,,49.708,60.916,77.032,61.258,65.598,40.008,50.631,51.669,,51.17,,49.677,,53.451,116.336,91.905,97.808,48.549,,55.224,56.699,,141.179,,,60.334,,66.995,47.105,,50.974,62.29,
Nov 30 2017,63.168,,,,,,,,,,,65.352,,64.328,62.827,55.93,52.873,,55.877,63.009,52.95,,,,,,,,83.396,,69.041,59.546,,83.89,125.867,80.499,,91.955,79.608,72.525,,207.091,,118.806,141.926,,,51.391,53.915,,,,,,,,,,,,,181.319,,49.024,62.499,86.993,62.176,,48.72,50.738,53.731,37.527,,,51.19,58.977,45.036,117.888,,102.866,56.269,,54.774,55.856,55.571,157.035,,,65.096,,,,,51.863,59.084,53.368
Dec 01 2017,68.632,,,,,,,,,,,63.126,,65.643,,64.101,52.36,,56.504,,,,,,,,,114.999,70.992,78.038,72.805,,,84.397,125.831,,,93.994,77.219,,,200.536,,116.632,110.009,51.143,,53.395,60.418,,,,,,,,,,,,,214.413,,54.229,64.085,85.147,61.648,,49.294,50.005,53.893,48.075,50.282,,52.7,63.175,54.97,120.081,94.971,104.554,,,55.983,57.924,56.123,141.683,,,63.661,,,48.609,,53.378,55.55,
Dec 02 2017,68.846,,,,,,,,,,,63.351,,58.664,68.406,62.896,50.013,,56.245,68.22,62.446,,,,,,74.302,117.083,71.016,89.796,,57.076,,78.158,,,,109.114,81.103,86.75,,201.277,,118.536,,51.115,,53.663,,60.68,,,,,,,,,,,,188.45,,55.239,62.881,78.783,62.785,,54.04,50.549,53.557,,52.001,,51.466,66.93,,118.463,101.821,99.662,57.017,,54.489,57.27,56.091,148.0,,,62.897,,,51.583,,51.506,60.042,48.688
Dec 03 2017,69.698,,,,,,,,,,,62.036,,67.605,71.012,66.205,53.175,,59.164,64.331,,,,,,,73.023,,63.755,,,62.719,,85.252,129.84,80.016,,108.496,72.438,86.59,,213.877,,118.947,,44.34,,54.044,63.45,,,,,,,,,,,,,201.162,,53.633,65.476,86.155,64.773,77.08,,50.988,58.536,,48.455,,52.083,54.539,56.925,120.437,,106.704,55.907,,55.805,59.368,53.487,139.922,,,69.539,99.242,74.99,55.705,,54.214,54.817,
Dec 04 2017,68.002,,,,,,,,,,,68.092,,68.143,72.273,68.491,48.2,,57.332,69.224,66.242,,,,,,69.649,,70.5,82.791,,59.333,,87.495,,84.897,,107.713,76.525,80.424,,224.972,,126.539,,,,56.547,,,,,,,,,,,,,,183.501,183.51,52.653,68.51,84.309,59.692,,52.083,50.2,,51.936,49.845,,53.408,50.67,,110.107,,103.622,56.28,,57.049,56.469,52.232,136.591,,,63.922,,82.0,52.09,,50.744,55.702,55.308
Dec 05 2017,68.297,,,,,,,,,,,63.959,,62.931,,,55.708,,57.298,71.354,,,,,,,76.284,,72.888,78.187,77.624,61.108,,84.832,137.948,82.685,,85.1,77.777,,,219.599,,120.908,,51.099,,54.762,60.988,,,,,,,,,,,,,195.482,,56.219,65.773,87.639,53.203,,,53.252,,,54.79,,54.403,60.921,63.303,118.312,102.24,105.901,57.152,,54.364,60.956,55.082,135.084,,,71.189,,,52.694,,53.197,62.663,57.084
Dec 06 2017,70.025,,,,,,,,,,,67.592,93.871,67.584,65.604,69.941,48.837,,59.078,69.037,,,,,,,68.331,,64.457,77.934,,67.727,,85.845,127.541,89.938,,102.53,76.825,81.047,,,,122.131,,54.617,,53.061,57.005,,,,,,,,,,,,,183.061,,52.597,59.473,89.85,58.279,,,51.949,58.081,53.544,,,56.257,61.781,,125.607,98.139,106.94,,,61.423,59.917,58.373,133.95,,,60.794,,68.517,54.336,,55.778,60.017,50.813
Dec 07 2017,68.422,,,,,,,,,,,68.388,86.091,67.39,71.039,58.96,,,55.807,,,,,,,,60.26,,76.972,79.373,67.999,,,85.073,126.086,,,,60.279,82.97,61.304,195.22,,122.581,,54.253,,56.082,57.875,,,,,,,,,,,,,199.817,228.416,56.551,64.875,,60.762,,52.918,52.492,59.435,58.316,,,54.993,62.215,48.276,126.166,,109.339,56.072,,57.484,55.484,61.02,141.346,,,62.437,,50.935,54.434,,54.596,57.215,
Dec 08 2017,70.06,,,,,,,,,,,65.657,,70.39,72.158,69.238,55.467,,56.988,69.627,62.434,,,,,,68.103,,81.646,74.018,71.924,64.881,,87.51,127.887,,,,65.811,83.578,,204.565,,120.618,,59.067,,57.803,57.733,,,,,,,,,,,,,189.3,,54.071,66.775,81.665,62.554,,47.411,53.967,55.191,,50.655,,56.025,57.713,46.408,126.041,,107.222,58.06,,59.575,60.2,51.436,,,,70.645,,,55.139,,53.666,58.994,52.642
Dec 09 2017,68.418,,,,,,,,,,,65.888,,63.743,70.937,69.119,50.443,,55.911,,,,,,,,68.755,,76.761,77.301,,,,84.85,129.286,,,109.62,73.377,85.98,,409.518,,123.419,,43.26,,54.413,59.793,,,,,,,,,,,,,207.006,,53.347,64.686,,63.24,,49.539,52.471,59.536,53.63,52.997,,54.445,60.329,48.432,114.301,78.23,109.145,58.296,,54.533,59.534,55.952,146.009,,,56.127,,,55.353,,55.254,,
Dec 10 2017,69.179,,,,,,,,,,,69.245,,55.976,66.505,60.228,56.84,,56.673,,77.042,,,,,,69.023,,79.271,84.753,71.025,63.241,,91.335,127.004,89.44,,114.994,76.292,77.691,,219.229,252.38,121.666,,55.289,,55.104,56.565,54.065,,,,,,,,,,,,200.501,,58.263,65.683,86.357,59.715,,55.372,55.637,53.074,56.567,53.315,,53.723,56.303,,104.58,107.559,107.246,55.687,70.035,58.677,63.35,52.043,142.527,,,66.878,,,55.679,,56.394,59.797,53.653
Dec 11 2017,71.384,,,,,,,,,,,,,64.04,70.636,,52.93,,55.05,,,,,,,,74.47,,72.175,69.755,77.221,69.803,,83.828,111.69,79.35,,115.0,79.816,87.983,,226.524,,125.721,,56.368,,55.128,52.368,,,,,,,,,,,,,198.748,,62.453,63.512,88.372,61.244,,54.535,52.005,,,,,49.595,,56.32,115.836,107.038,107.726,58.079,,57.662,58.99,55.136,145.963,,,67.346,,71.807,47.35,,56.128,60.594,60.089
Dec 12 2017,73.028,,,,,,,,,,,68.892,,67.174,72.913,69.802,56.876,,57.982,67.348,42.471,,,,,,,,70.26,81.249,,69.792,,89.926,124.775,88.01,,88.01,80.216,,,218.669,,128.424,,45.0,,55.103,,,,,,,,,,,,,,210.777,,49.59,62.676,85.83,58.421,59.53,54.477,52.955,48.57,52.35,57.713,,56.483,61.685,49.208,123.737,105.7,112.789,60.937,,56.048,56.551,54.146,151.457,,,74.179,,,56.523,,54.381,58.891,41.216
Dec 13 2017,67.671,,,,,,,,,,,61.516,,63.615,66.61,70.006,,,55.465,68.161,58.499,,,,,,65.436,,69.941,83.066,,,,91.034,,89.537,,,74.399,94.3,,251.87,202.509,129.874,,,,52.683,50.42,,,,,,,,,,,,,189.136,,,63.711,82.96,63.365,,52.477,52.198,50.093,,53.156,,56.249,61.278,57.505,124.239,,104.682,58.177,,58.74,55.322,58.366,148.164,,,76.901,,65.0,57.322,81.249,51.726,61.007,
Dec 14 2017,69.763,,,,,,,,,,,,,67.603,69.737,65.201,,,58.078,68.176,,,,,,,71.327,,79.641,79.542,75.788,,,90.618,131.24,,,113.214,54.694,91.585,,527.162,276.907,117.655,,52.165,,57.797,57.816,53.96,,,,,,,,,,,,196.992,,50.741,62.152,111.32,63.691,,,52.746,56.084,56.25,50.013,72.661,53.301,,58.065,127.457,105.005,110.628,59.645,,56.087,59.826,57.691,148.318,,,72.583,96.605,77.05,47.53,,53.79,,63.247
Dec 15 2017,70.919,,,,,,,,,,,72.44,,68.873,69.586,68.82,56.584,,59.649,65.616,,,,,,,73.146,,77.71,82.258,69.31,,,92.073,124.688,76.647,54.17,104.82,76.452,82.078,,227.269,,114.935,144.339,57.356,,55.135,54.591,,,,,,,,,,,,,203.449,,,64.394,87.571,54.22,,,54.209,57.438,49.0,51.662,,56.297,,48.49,131.913,88.077,106.384,50.28,70.431,55.925,62.278,58.963,137.147,,,75.821,,77.31,56.44,,55.575,61.035,
Dec 16 2017,73.844,,,,,,,,,,,67.549,,69.839,75.078,67.037,57.356,,57.688,69.332,,,,,,,,,76.423,84.58,,,,90.405,128.62,85.43,,114.989,67.85,,,344.521,,124.47,,,,54.278,57.468,55.334,,,,,,,,,,,,193.178,188.372,56.531,65.544,89.224,61.934,,47.116,50.321,55.122,53.612,53.382,,54.711,57.352,,127.54,,105.113,,,56.708,51.193,59.453,154.212,,,71.01,,,51.488,,53.467,57.07,57.991
Dec 17 2017,69.445,,,,,,,,,,,,80.886,61.518,72.595,57.5,,,57.615,60.102,,,,,,,70.369,,81.378,68.027,71.299,69.0,,83.676,,,,,77.744,82.491,,,,117.312,,49.936,,56.067,60.236,,,,,,,,,,,,,204.04,,52.271,66.0,84.29,62.965,,54.13,52.409,57.345,56.782,54.562,,57.194,60.06,59.443,109.0,103.947,106.835,,,60.008,57.935,56.599,145.009,121.736,,73.54,105.95,63.377,56.002,,54.585,59.808,50.094
Dec 18 2017,72.689,,,,,,,,,,,67.54,,65.509,68.857,69.414,56.641,,55.596,63.729,,,,,,,,,74.354,81.61,,,,81.443,,105.007,,,76.933,,,184.97,,119.13,149.492,55.157,,55.583,59.361,57.748,,,,,,,,,,,,199.65,,58.273,65.62,,61.007,,,54.26,48.906,49.545,56.423,,55.026,62.793,53.197,101.544,,109.858,59.366,86.89,60.408,62.251,62.29,132.128,,,74.054,108.062,70.61,,,58.093,61.653,
Dec 19 2017,69.293,,,,,,,,,,,64.592,,67.968,75.356,59.321,57.513,,58.096,63.876,74.81,,,,,,72.843,,72.942,69.398,75.295,70.517,,84.384,,,,69.56,80.111,76.362,,391.413,,121.33,,51.947,,55.62,,,,,,,,,,,,,,187.691,,52.943,65.011,92.223,65.878,,,52.265,56.936,,,,54.939,,53.922,126.342,105.667,101.925,57.572,,54.229,65.552,56.703,156.974,,,73.891,,71.101,56.215,,57.3,60.524,58.765
Dec 20 2017,71.457,,,,,,,,,,,60.535,,67.369,72.808,69.26,47.881,,59.558,66.976,,,,,,,74.627,,78.005,85.724,75.11,,,89.678,,90.002,,102.935,71.287,,,339.523,,123.122,,53.437,,54.809,59.055,,,,,,,,,,,,,197.578,,56.662,64.287,100.48,62.918,,52.345,54.336,53.485,51.72,,,55.596,62.85,59.208,119.607,103.204,107.638,61.46,,55.378,67.024,54.315,143.871,,,79.113,108.635,65.134,,,57.257,60.474,
Dec 21 2017,71.693,,,,,,,,,,,76.942,,69.313,75.152,66.738,,,60.462,71.045,,,,,,,73.57,,73.713,80.175,74.594,73.592,,80.872,126.922,71.044,,,71.744,74.994,,207.993,190.75,122.351,,,,57.808,58.956,,,,,,,,,,,,,176.543,,54.701,66.203,77.806,61.079,,,52.476,58.191,53.456,56.064,,54.224,65.338,53.279,117.1,102.187,108.84,51.266,,59.393,,58.464,148.222,,,76.847,108.25,,52.551,,55.675,,
Dec 22 2017,65.136,,,,,,,,,,,69.744,138.03,67.065,75.006,67.713,53.629,,60.119,63.255,,,,,,,75.62,,74.212,83.298,73.147,56.86,,84.611,123.489,,74.599,105.47,74.371,,,202.522,,124.038,,,,56.027,57.554,56.886,,,,,,,,,,,,176.302,,54.211,67.47,86.529,65.197,,52.29,54.04,,57.23,59.29,106.032,56.378,63.033,,119.496,112.587,104.75,60.395,,55.456,61.349,49.84,153.826,,,71.87,,,54.515,,54.951,51.324,58.924
Dec 23 2017,66.91,,,,,,,,,,,,,67.844,71.054,67.384,53.877,,56.94,64.312,,,,,,,,,73.612,,73.509,59.16,,87.685,,,72.171,98.41,71.686,82.576,,212.655,,118.691,,,,53.713,56.108,59.111,,,,,,,,,,,,188.421,,50.057,62.709,,58.373,,52.171,52.614,54.9,47.776,,,53.552,,53.108,116.647,101.935,108.08,56.383,,56.273,62.193,55.524,155.926,,,81.69,95.31,,52.302,,54.655,59.707,54.931
Dec 24 2017,72.024,,,,,,,,,,,69.835,,68.211,74.4,70.444,53.958,,58.787,67.501,,,,,,,75.746,,80.043,83.195,74.18,63.659,,82.886,,,,101.16,77.957,,69.86,329.958,,123.565,,54.642,,55.586,60.608,60.902,,,,,,,,,,,,193.903,,57.977,62.643,97.111,60.896,,55.017,53.933,57.123,53.985,57.027,,56.02,60.658,52.883,123.585,103.638,107.915,57.842,,60.184,58.996,56.405,140.989,,,70.389,91.684,,55.937,,55.839,58.671,58.353
Dec 25 2017,75.342,,,,,,,,,,,69.494,,72.955,73.546,70.93,57.216,,62.038,66.488,61.891,,,,,,77.513,,84.203,95.939,78.324,70.376,,86.856,124.29,,49.451,109.25,78.933,92.842,66.43,195.872,,136.183,132.506,58.197,,59.389,64.387,64.334,,,,,,,,,,,,202.628,,59.424,68.874,96.329,64.632,,60.99,56.076,59.874,53.463,59.706,,57.588,67.999,63.95,124.994,108.88,117.621,61.434,,58.485,65.178,61.175,150.117,,,71.763,96.894,,57.469,,59.504,59.474,61.48
Dec 26 2017,79.34,,,,,,,,,,,75.37,,73.29,79.234,70.38,58.546,,61.912,71.232,,,,,,,86.275,,86.813,89.246,84.264,64.016,,87.69,122.688,93.142,,91.13,80.545,93.352,,225.585,,138.44,143.491,61.022,,62.395,65.496,,,,,,,,,,,,,198.642,,61.544,75.219,87.216,69.202,,60.541,57.727,61.134,55.251,59.835,,59.334,67.743,60.557,127.604,106.338,123.192,60.05,,61.99,64.171,61.863,150.182,,,76.394,115.39,,58.583,,60.461,64.115,63.669
Dec 27 2017,80.502,,,,,,,,,,,76.979,,77.676,83.421,73.099,63.374,,65.342,73.761,68.876,,,,,,,,84.741,91.145,80.955,69.542,,92.901,132.809,93.119,84.75,,80.549,93.201,65.214,230.004,,133.281,,66.182,,62.042,69.487,,,,,,,,,,,,,204.007,230.14,64.538,71.287,90.458,72.906,58.27,57.814,57.465,62.776,62.723,64.906,,63.524,,65.741,140.696,118.571,120.669,64.617,,64.811,71.64,62.876,153.911,,,80.299,100.019,74.805,62.967,,65.323,70.998,67.764
Dec 28 2017,82.649,,,,,,,,,,,83.71,,77.753,86.337,78.109,50.069,,63.184,,,,,,,,84.724,,86.898,102.48,85.47,,,93.497,135.03,95.021,70.0,,80.368,99.31,95.129,255.012,,137.073,166.75,64.206,,65.672,67.381,,,,,,,,,,,,,204.067,,62.349,71.291,99.957,66.436,80.351,61.245,61.692,62.407,46.464,,,64.573,71.1,,141.458,120.104,127.036,,,63.25,70.304,63.394,165.0,,,78.187,,83.576,66.428,,62.909,71.693,
Dec 29 2017,79.192,,,,,,,,,,,74.475,125.006,76.955,86.833,76.88,61.115,,65.089,78.858,69.42,,,,,,81.264,,83.335,103.493,80.981,74.427,,95.413,140.134,,,108.32,81.437,96.424,,226.652,,139.915,,63.69,,61.843,71.297,,,,,,,,,,,,,202.814,,64.078,71.331,,72.109,,,60.672,65.917,,59.8,,63.345,64.417,60.859,138.217,122.183,120.45,67.543,,64.121,71.809,68.131,160.632,,,80.29,101.38,77.236,,,61.644,72.214,68.265
Dec 30 2017,78.122,,,,,,,,,,,75.042,,68.277,84.423,,59.631,,65.772,72.352,,,,,,,79.922,,77.913,93.414,79.895,69.497,,97.761,136.169,100.607,,103.196,81.919,95.001,62.4,235.894,,136.363,,59.66,,63.187,61.42,54.4,,,,,,,,,,,,226.641,,66.371,70.759,96.366,72.437,,55.177,61.605,66.096,65.583,59.801,,61.814,60.209,,130.498,,118.148,59.518,95.045,68.656,67.489,63.792,160.8,,,82.393,111.273,,59.634,,62.728,,66.82
Dec 31 2017,78.319,,,,,,,,,,,86.241,,77.288,89.959,,62.284,,65.203,,63.767,,,,,,64.158,,85.71,95.783,86.104,72.129,,100.302,128.94,,,110.239,88.266,103.01,,234.994,,138.204,,67.53,,62.919,59.111,68.178,,,,,,,,,,,,235.003,,65.68,74.802,94.297,72.341,,,58.512,61.8,,64.69,,56.925,65.722,56.49,129.054,,117.546,,,65.451,70.064,68.011,155.136,174.883,,86.603,,,,,62.298,71.434,
Jan 01 2018,72.101,,,,,,,,,,,,,75.613,81.418,76.66,58.53,96.45,65.081,74.991,70.241,,,,,,64.89,,88.659,89.224,84.616,74.271,,99.839,145.556,,,115.147,,91.133,,,,134.893,,58.987,,62.472,67.966,59.885,,,,,,,,,,,,230.115,,,72.12,,62.973,64.895,58.956,61.321,62.324,,63.605,117.375,65.222,81.827,49.888,133.017,,122.492,68.006,,64.981,74.005,68.255,152.701,,,81.301,105.044,,64.064,,63.054,76.36,
Jan 02 2018,75.344,,,,,,,,,,,,,77.433,89.8,80.896,59.533,,64.851,74.587,72.669,,,,,,84.706,306.97,83.75,92.773,88.139,,,99.028,113.544,,80.033,124.32,80.963,99.671,61.981,379.671,,135.454,162.073,,,62.135,69.475,,,,,,,,,,,,,212.287,,66.31,71.909,98.561,69.154,,,58.852,65.222,,,,61.089,,67.05,142.988,120.014,120.844,68.269,,64.717,60.939,63.223,159.589,,,86.157,116.19,,63.49,106.58,62.06,,60.933
Jan 03 2018,76.774,,,,,,,,,,,69.15,,78.066,84.859,78.94,55.648,,64.616,68.523,66.072,,,,,,87.302,,93.735,104.447,88.084,68.647,,99.288,137.683,,,,84.797,104.895,,205.939,,133.819,,,,59.89,74.776,62.131,,,,,,,,,,,,193.542,,67.0,75.442,101.41,68.644,,47.84,60.223,,42.129,,,64.472,,76.95,,,120.904,62.985,,65.614,68.412,59.673,154.492,,,87.668,103.803,,,,61.822,67.608,59.852
Jan 04 2018,75.032,,,,,,,,,,,73.738,,74.181,73.203,76.1,59.085,,63.537,68.291,70.866,,,,,,86.398,,82.982,105.362,,66.66,,97.779,130.384,103.681,,,81.903,100.02,95.455,212.226,,136.478,,56.888,,59.901,73.73,60.0,,,,,,,,,,,,194.592,,66.071,70.269,90.997,68.686,,57.712,60.778,64.242,61.35,66.487,,62.395,,,143.414,,121.384,65.354,,62.416,63.886,59.946,155.688,,,76.111,120.136,,61.862,,60.197,71.82,59.819
Jan 05 2018,77.417,,,,,,,,,,,72.413,,79.309,84.624,75.268,57.047,,67.685,73.986,,,,,,,63.88,,85.709,101.661,90.622,76.826,,96.288,144.6,,99.659,106.755,90.698,,,210.428,,136.158,111.767,52.17,,64.117,73.23,68.46,,,,,,,,,,,,220.833,,69.73,76.656,97.872,67.772,,,58.393,62.512,57.9,61.006,,63.861,,66.071,128.68,117.996,129.105,66.586,,63.846,65.955,64.319,160.96,,,72.561,,,60.174,,60.33,,
Jan 06 2018,76.047,,,,,,,,,,,73.253,121.61,77.04,79.071,,,100.056,63.185,77.72,66.035,,,,,,74.748,,89.084,100.068,82.443,79.9,,100.23,114.68,,,87.622,85.324,,59.42,227.733,254.55,134.022,,55.235,,63.558,74.9,,,,,,,,,,,,,206.998,207.31,,78.926,84.139,68.836,58.816,47.956,58.986,60.279,,62.936,,62.454,72.13,67.548,130.307,113.141,116.893,62.385,,64.35,71.879,52.962,161.147,133.112,,82.138,109.255,,61.079,,63.901,,59.189
Jan 07 2018,81.272,,,,,,,,,,,,,78.3,80.073,75.703,59.253,,65.669,84.51,60.018,,,,,,74.855,,89.9,97.836,88.356,70.808,,94.166,,,,109.924,84.366,103.655,,214.447,,137.98,134.594,61.584,,64.256,,,,,,,,,,,,,,191.932,,61.776,71.544,97.665,66.239,,,59.776,58.235,,61.013,,63.485,71.813,,128.784,,119.868,60.371,,68.111,66.703,63.527,157.047,158.962,,78.937,104.123,,61.94,,61.437,68.298,66.488
Jan 08 2018,80.457,,,,,,,,,,,61.738,,75.094,83.237,77.831,58.88,,64.168,68.665,,,,,,,78.117,,131.774,102.225,80.232,80.65,,94.919,166.757,93.852,,,83.787,103.655,58.47,236.254,,132.248,,60.227,,62.902,64.014,,,,,,,,,,,,,177.062,,,71.905,97.68,68.012,76.999,58.63,57.009,62.829,,62.816,,67.421,70.212,68.115,130.816,131.933,128.48,59.766,69.639,68.779,67.07,66.522,158.231,,,81.058,,,61.27,,64.601,79.481,62.51
Jan 09 2018,77.35,,,,,,,,,,,85.58,,79.806,90.32,83.674,61.69,,63.785,78.574,,,,,,,,,91.455,,86.608,64.623,,89.025,149.5,,,121.724,90.779,101.109,,218.539,,135.0,133.199,55.013,,61.565,,52.82,,,,,,,,,,,,212.927,,70.0,73.066,99.15,70.299,,62.355,61.632,64.81,,59.731,,62.985,71.189,66.641,137.117,126.874,134.431,65.407,,60.643,68.166,68.253,158.968,,,82.761,,65.067,,,63.892,71.874,69.38
Jan 10 2018,77.058,,,,,,,,,,,,,78.51,,,,,68.172,80.754,79.609,,,,,,85.064,,87.665,,,73.666,,92.855,156.08,92.728,,114.986,90.144,106.047,96.038,216.146,,134.074,,62.814,,64.76,73.901,,,,,,,,,,,,,215.323,,,72.649,99.135,74.366,,63.169,58.848,60.828,52.493,63.38,,63.24,70.996,66.072,136.169,,118.756,63.548,,59.498,72.988,71.346,149.079,166.853,,80.717,120.443,79.764,,,62.646,,
