Purchase_Date,Falchion,Falchion_Autotronic_BS,Falchion_Autotronic_FN,Falchion_Autotronic_FT,Falchion_Autotronic_MW,Falchion_Autotronic_WW,Falchion_Black_laminate_BS,Falchion_Black_laminate_FN,Falchion_Black_laminate_FT,Falchion_Black_laminate_MW,Falchion_Black_laminate_WW,Falchion_Blue_Steel_BS,Falchion_Blue_Steel_FN,Falchion_Blue_Steel_FT,Falchion_Blue_Steel_MW,Falchion_Blue_Steel_WW,Falchion_Boreal_forest_BS,Falchion_Boreal_forest_FN,Falchion_Boreal_forest_FT,Falchion_Boreal_forest_MW,Falchion_Boreal_forest_WW,Falchion_Bright_Water_BS,Falchion_Bright_Water_FN,Falchion_Bright_Water_FT,Falchion_Bright_Water_MW,Falchion_Bright_Water_WW,Falchion_Case_Hardened_BS,Falchion_Case_Hardened_FN,Falchion_Case_Hardened_FT,Falchion_Case_Hardened_MW,Falchion_Case_Hardened_WW,Falchion_Crimson_web_BS,Falchion_Crimson_web_FN,Falchion_Crimson_web_FT,Falchion_Crimson_web_MW,Falchion_Crimson_web_WW,Falchion_Damascus_Steel_BS,Falchion_Damascus_Steel_FN,Falchion_Damascus_Steel_FT,Falchion_Damascus_Steel_MW,Falchion_Damascus_Steel_WW,Falchion_Doppler_FN,Falchion_Doppler_MW,Falchion_Fade_FN,Falchion_Fade_MW,Falchion_Forest_DDPAT_BS,Falchion_Forest_DDPAT_FN,Falchion_Forest_DDPAT_FT,Falchion_Forest_DDPAT_MW,Falchion_Forest_DDPAT_WW,Falchion_Freehand_BS,Falchion_Freehand_FN,Falchion_Freehand_FT,Falchion_Freehand_MW,Falchion_Freehand_WW,Falchion_Gamma_Doppler_FN,Falchion_Gamma_Doppler_MW,Falchion_Lore_BS,Falchion_Lore_FN,Falchion_Lore_FT,Falchion_Lore_MW,Falchion_Marble_Fade_FN,Falchion_Marble_Fade_MW,Falchion_Night_BS,Falchion_Night_FT,Falchion_Night_MW,Falchion_Rust_coat_BS,Falchion_Rust_coat_WW,Falchion_safari_mesh_BS,Falchion_safari_mesh_FT,Falchion_safari_mesh_MW,Falchion_safari_mesh_WW,Falchion_Scorched_BS,Falchion_Scorched_FN,Falchion_Scorched_FT,Falchion_Scorched_MW,Falchion_Scorched_WW,Falchion_Slaughter_FN,Falchion_Slaughter_FT,Falchion_Slaughter_MW,Falchion_Stained_BS,Falchion_Stained_FN,Falchion_Stained_FT,Falchion_Stained_MW,Falchion_Stained_WW,Falchion_Tiger_Tooth_FN,Falchion_Tiger_Tooth_MW,Falchion_Ultraviolet_FN,Falchion_Ultraviolet_FT,Falchion_Ultraviolet_MW,Falchion_Ultraviolet_WW,Falchion_Urban_masked_BS,Falchion_Urban_masked_FN,Falchion_Urban_masked_FT,Falchion_Urban_masked_MW,Falchion_Urban_masked_WW
Aug 02 2018,72.599,,,,,,,,,,,62.46,,67.519,70.0,66.592,48.732,,53.116,55.639,,,,,,,61.219,,70.201,90.247,72.001,62.724,,75.52,116.882,70.38,,106.736,62.23,79.334,,159.274,182.696,113.079,158.035,,,49.59,56.585,54.227,,,,,,,,,,,,171.81,,49.319,61.5,83.672,56.409,70.067,47.069,48.046,54.027,45.387,49.833,,50.253,,46.38,113.11,96.49,104.29,,,50.464,56.598,50.959,126.856,,,65.691,85.402,68.001,46.223,,50.488,54.64,52.79
Aug 03 2018,72.305,,,,,,,,,,,61.555,,64.185,66.954,62.766,50.962,,52.858,,,,,,,,63.688,,68.13,81.125,67.3,67.131,,79.087,121.899,81.274,,,65.583,80.5,,278.219,191.685,108.93,,42.44,,49.008,53.714,48.556,,,,,,,,,,,,167.015,,46.974,62.486,79.984,56.345,,45.05,48.309,50.334,34.5,50.763,,50.994,60.718,,113.96,95.26,104.212,49.609,,52.039,56.6,53.172,127.408,,,63.49,80.226,59.928,51.6,,51.13,59.51,52.204
Aug 04 2018,75.794,,,,,,,,,,,59.005,,64.557,66.66,57.981,46.598,,52.3,55.929,48.964,,,,,,71.205,134.98,68.963,74.49,70.542,63.943,,80.002,123.71,90.827,,,67.69,69.062,61.2,165.321,,117.094,,48.781,,49.698,60.19,52.054,,,,,,,,,,,,156.949,196.499,53.685,62.652,83.049,57.162,,42.602,49.832,52.239,,50.102,,50.095,62.859,50.75,110.89,103.731,106.713,53.865,,53.337,59.81,46.0,123.501,,254.15,60.378,90.117,,52.102,,50.319,58.735,48.23
Aug 05 2018,72.773,,,,,,,,,,,65.001,,62.103,65.784,60.852,52.231,,52.93,63.377,55.003,,,,,,,,72.622,67.849,66.735,64.98,,77.775,128.415,87.389,,95.362,70.481,73.077,77.1,222.514,181.862,112.539,,,,52.036,51.236,51.863,,,,,,,,,,,,161.216,189.305,51.567,61.337,74.01,59.705,,42.02,44.846,49.926,,48.094,,49.764,64.852,48.893,107.612,92.541,95.784,49.696,91.051,53.652,54.306,51.149,125.764,,,67.184,,64.229,,,49.686,54.571,43.864
Aug 06 2018,71.804,,,,,,,,,,,62.811,,62.413,68.577,63.848,52.244,,53.263,60.202,,,,,,,64.327,,78.223,85.767,68.969,60.867,,76.773,,67.629,,82.039,66.262,79.616,79.175,166.954,,116.589,,50.944,,49.479,55.546,48.08,,,,,,,,,,,,156.044,,51.175,61.748,82.169,56.444,,47.956,49.38,48.29,49.471,,,50.274,,46.139,103.146,85.6,100.656,54.33,,53.45,55.771,49.326,134.594,,,64.38,81.286,,48.035,,48.778,58.821,48.328
Aug 07 2018,72.243,,,,,,,,,,,69.727,,64.484,68.857,55.09,50.054,,53.456,63.715,,,,,,,,,69.241,76.168,64.54,74.266,,83.492,113.146,77.853,68.113,86.004,68.408,78.367,,152.046,,117.319,112.78,,,49.818,49.52,48.967,,,,,,,,,,,,160.766,,,64.414,83.223,55.842,,50.327,47.818,47.138,43.114,42.94,,50.43,50.253,48.846,112.755,,94.121,53.849,61.396,51.219,56.326,50.509,118.886,,,65.315,89.65,67.673,10.613,,48.833,55.231,51.155
Aug 08 2018,70.191,,,,,,,,,,,65.805,,61.571,72.183,61.9,44.877,,52.714,,,,,,,,67.147,,70.287,87.022,68.961,64.687,,82.999,116.793,84.125,,79.976,71.555,76.202,,159.657,232.435,116.296,,42.64,,52.265,59.687,47.199,,,,,,,,,,,,163.676,,47.993,60.348,69.0,57.443,,49.975,47.9,51.567,47.041,49.734,,49.397,59.875,42.638,108.552,105.501,102.094,48.13,,51.915,55.909,51.329,125.573,,,69.188,103.5,58.747,47.069,,49.641,58.281,53.435
Aug 09 2018,72.47,,,,,,,,,,,66.672,,63.324,68.824,61.74,49.294,,53.307,,53.24,,,,,,65.326,,70.896,81.065,68.984,,,81.841,111.0,65.997,,87.207,73.287,80.399,,153.646,,118.305,115.84,52.889,,51.023,59.503,49.226,,,,,,,,,,,,164.803,,47.31,53.202,82.458,57.788,,45.948,44.811,51.945,50.395,,,48.073,,49.144,114.055,93.59,102.535,49.699,,53.086,56.333,,122.721,,,59.915,83.237,,47.369,,49.841,,
Aug 10 2018,71.903,,,,,,,,,,,64.136,,62.313,65.338,64.442,,,51.772,62.554,,,,,,,63.632,,69.863,79.69,62.797,57.507,,80.1,118.464,70.07,,97.678,68.082,84.246,,156.462,187.656,113.797,131.866,,,50.276,56.433,,,,,,,,,,,,,158.325,,50.901,59.499,72.77,52.902,,49.791,48.756,,48.126,43.738,,51.663,54.492,,113.805,90.386,102.001,49.401,,53.675,55.971,54.296,121.079,,,61.647,79.9,66.181,48.174,,50.022,60.456,
Aug 11 2018,67.656,,,,,,,,,,,63.65,,65.76,70.355,67.85,50.715,,52.833,60.429,,,,,,,71.744,127.89,67.382,73.849,67.233,59.314,,82.542,111.898,,,92.723,67.842,82.351,,157.287,189.92,115.038,,51.666,91.81,51.038,60.072,44.654,,,,,,,,,,,,159.401,187.142,47.701,54.741,72.77,52.994,,45.557,46.973,49.133,47.37,42.702,,49.694,0.603,,117.295,,103.573,49.815,,51.964,56.319,51.293,123.865,,,62.002,92.921,54.665,47.206,,46.475,54.056,49.3
Aug 12 2018,66.653,,,,,,,,,,,,,63.548,65.315,55.2,45.17,,51.681,59.502,,,,,,,,,68.411,82.54,66.088,65.0,,87.906,127.118,74.576,,94.019,68.466,77.741,,166.663,,119.535,122.719,41.738,,48.421,51.243,52.439,,,,,,,,,,,,158.791,,49.914,60.602,69.495,53.126,,45.64,44.831,45.604,,49.84,,47.171,49.848,45.833,112.473,102.05,102.586,49.72,90.1,49.924,52.646,48.535,121.263,,,63.734,,61.682,,,47.53,57.043,41.0
Aug 13 2018,70.238,,,,,,,,,,,69.779,,60.658,,67.387,48.157,,52.774,62.907,49.09,,,,,,68.009,,68.149,79.775,60.849,54.943,,85.796,119.796,85.07,,,62.527,78.632,,161.201,,120.34,,,,49.964,50.48,47.788,,,,,,,,,,,,162.633,,50.818,60.834,77.664,52.586,71.46,47.862,46.864,50.67,41.597,47.796,,47.572,49.46,,118.001,88.557,100.575,50.198,,51.011,52.378,50.884,130.683,,,64.0,81.649,,44.422,,47.541,51.754,
Aug 14 2018,66.99,,,,,,,,,,,62.737,,59.763,67.544,64.326,44.643,,49.16,57.06,53.122,,,,,,,,68.068,76.491,,50.25,,83.673,101.457,,,90.785,70.119,75.808,,141.215,,119.666,,41.625,,47.074,52.47,47.779,,,,,,,,,,,,165.294,185.369,45.555,61.568,75.116,55.588,,42.816,45.909,53.492,45.516,50.031,,49.311,56.449,51.333,111.701,,99.002,46.25,,49.553,57.848,50.794,127.726,,,65.117,91.906,,,,50.007,55.559,43.4
Aug 15 2018,70.433,,,,,,,,,,,67.0,80.422,60.762,61.187,61.239,,,51.973,58.416,44.085,,,,,,66.553,,67.383,78.962,62.875,57.748,,86.528,126.208,85.74,,82.97,69.69,79.98,,157.862,,118.614,,40.57,,47.799,56.935,47.35,,,,,,,,,,,,158.483,,54.317,57.732,75.335,54.818,,48.875,47.833,49.973,,,,48.664,57.903,,114.896,102.34,100.63,54.827,,47.826,54.763,49.148,117.948,,,63.057,90.14,,48.105,,48.641,,43.48
Aug 16 2018,70.901,,,,,,,,,,,,,59.496,70.171,63.529,47.049,,,61.577,56.923,,,,,,66.72,,74.295,79.26,60.786,51.747,,88.785,118.419,,,,66.422,80.259,,148.868,,120.271,,48.195,101.001,50.185,50.203,50.872,,,,,,,,,,,,164.877,,,60.458,74.096,50.798,,49.629,43.791,,47.748,,,47.923,51.48,51.335,113.094,,98.001,,,52.646,51.518,47.694,130.007,,,66.288,,62.257,49.32,,48.635,56.745,
Aug 17 2018,71.613,,,,,,,,,,,62.968,,65.714,46.26,58.207,50.086,,54.471,58.925,,,,,,,63.765,133.78,64.926,72.533,65.06,61.603,,85.527,116.858,,68.01,95.018,68.249,68.975,57.15,153.457,197.714,119.944,,46.276,,49.85,50.733,47.808,,,,,,,,,,,,162.382,,52.39,60.469,85.031,54.444,,50.29,44.659,48.729,47.543,48.048,,51.25,58.271,51.935,111.763,92.644,103.996,52.006,,50.157,54.722,55.1,121.549,,,62.989,,62.499,46.258,,54.435,58.044,52.693
Aug 18 2018,69.285,,,,,,,,,,,63.006,,61.896,69.576,61.285,50.237,,51.446,61.644,56.65,,,,,,62.49,,74.334,76.964,69.278,,,87.191,,74.324,,99.787,70.209,85.673,,148.225,185.006,119.008,,46.679,,47.94,52.461,51.601,,,,,,,,,,,,162.241,,,58.54,,55.93,,51.074,49.173,48.725,49.396,51.209,,48.423,53.0,51.041,112.265,94.564,102.4,54.253,,51.944,57.385,52.531,119.667,,,67.855,91.87,54.461,,,52.122,49.269,
Aug 19 2018,67.699,,,,,,,,,,,68.773,,62.334,,61.476,50.097,,51.215,60.909,52.898,,,,,,68.156,,76.795,76.751,67.116,52.22,,87.642,125.211,75.977,62.233,,73.682,78.021,,138.977,,117.225,,50.051,,49.633,49.69,49.989,,,,,,,,,,,,147.8,153.866,53.212,58.74,82.887,54.77,,44.663,47.727,48.693,,,,50.316,,47.596,117.904,92.37,105.501,46.74,,53.928,53.582,50.969,128.231,123.732,,64.065,93.843,60.157,,,51.24,51.701,43.63
Aug 20 2018,67.031,,,,,,,,,,,58.241,,60.465,67.765,59.766,49.082,,51.322,61.365,56.96,,,,,,,,,79.898,65.02,61.498,,80.687,121.679,78.496,,87.034,71.401,85.298,76.37,148.95,,119.514,,46.39,,48.69,54.095,,,,,,,,,,,,,157.622,,52.421,57.726,85.038,55.871,,49.59,49.157,50.185,52.174,43.36,,51.078,55.104,46.649,111.794,77.14,103.482,49.643,,50.888,52.82,52.737,126.768,,,59.662,101.811,51.988,,,50.911,54.663,43.553
Aug 21 2018,69.141,,,,,,,,,,,64.934,,60.872,74.34,64.564,46.749,,52.436,57.924,,,,,,,,,70.973,75.302,78.005,64.353,,82.679,,83.467,,,72.019,78.619,,143.873,,115.328,103.492,49.679,,50.258,57.304,52.578,,,,,,,,,,,,159.299,,56.33,61.78,,56.094,,42.0,48.2,,,48.82,,49.166,53.482,48.247,113.651,97.26,108.776,47.375,,55.156,54.058,49.547,130.849,,,64.759,80.004,57.138,53.865,,51.785,52.055,50.163
Aug 22 2018,68.237,,,,,,,,,,,60.388,,65.058,66.841,61.223,47.174,,51.522,,,,,,,,65.945,144.24,75.054,77.212,68.771,61.27,,84.339,120.784,89.102,,80.519,66.432,67.088,,201.62,204.398,115.308,,47.385,,50.957,56.283,47.046,,,,,,,,,,,,159.614,,52.598,59.06,78.225,58.342,,,48.336,52.788,50.0,43.13,,51.745,55.89,49.819,119.677,90.414,110.317,51.215,,,53.605,53.073,124.223,120.021,,65.714,,64.72,,,52.043,,52.93
Aug 23 2018,69.814,,,,,,,,,,,63.744,,64.94,,58.145,42.37,,50.36,,,,,,,,,,71.079,81.168,64.207,60.654,,81.799,134.794,,,87.472,72.726,82.76,,149.865,152.95,119.409,,,,49.495,54.384,52.066,,,,,,,,,,,,131.256,,,63.096,86.502,54.488,,51.275,49.017,44.04,51.383,50.105,,51.468,56.26,50.769,110.877,93.33,102.349,50.525,,50.833,56.717,52.099,124.51,,,66.131,,64.814,,,52.454,51.585,
Aug 24 2018,67.307,,,,,,,,,,,54.973,,62.6,68.569,63.728,53.82,,54.284,58.961,42.39,,,,,,104.007,,70.025,84.925,70.471,62.622,,85.066,132.54,69.469,,101.557,70.636,83.622,,213.175,221.167,123.299,,49.739,,49.585,56.178,53.003,,,,,,,,,,,,153.856,,,61.823,84.58,54.587,,,46.722,,,47.601,,50.998,56.049,52.189,100.941,86.247,103.708,52.732,,51.014,57.202,49.682,125.156,,,67.26,,65.962,51.603,,51.777,46.695,
Aug 25 2018,68.184,,,,,,,,,,,66.478,,64.61,67.049,62.039,43.82,,56.106,62.803,,,,,,,63.869,,70.078,78.664,73.574,,,82.519,135.258,78.547,,94.92,68.493,,73.0,148.765,,124.735,,50.237,,50.155,54.071,54.247,,,,,,,,,,,,177.02,,,62.406,81.124,59.177,,,47.83,61.279,50.98,,,51.289,57.83,,114.598,,93.42,53.564,,50.576,52.237,49.556,123.688,,,66.654,111.163,62.984,50.767,,50.498,48.109,49.82
Aug 26 2018,69.201,,,,,,,,,,,67.752,,64.658,67.141,65.055,52.114,,53.204,63.617,,,,,,,,,71.32,80.736,67.942,59.778,,82.746,,82.213,,97.268,71.433,85.388,77.64,211.135,,123.046,,47.798,,50.98,55.499,54.004,,,,,,,,,,,,173.43,,54.255,59.275,,56.987,66.62,44.575,49.431,51.15,,40.55,,48.156,,50.819,120.566,94.013,109.093,46.62,,51.993,57.476,52.543,124.055,157.031,,65.878,83.07,65.119,50.543,,49.579,54.399,
Aug 27 2018,70.21,,,,,,,,,,,61.947,,65.066,67.993,65.375,46.313,,53.072,65.317,53.297,,,,,,67.415,,80.483,74.75,70.831,59.727,,90.624,115.09,65.23,70.0,102.504,70.761,88.05,,155.667,,117.252,,,,50.545,56.288,49.922,,,,,,,,,,,,164.766,,50.565,61.729,83.113,56.097,69.527,,50.817,50.38,,51.274,,,52.498,46.273,112.563,72.02,105.515,50.537,,51.951,53.724,51.498,133.343,119.687,,65.358,99.991,62.457,53.119,70.415,52.284,58.69,52.105
Aug 28 2018,69.694,,,,,,,,,,,70.47,,67.193,67.238,67.232,49.932,,54.269,69.884,,,,,,,71.309,,69.74,91.96,60.018,59.687,,88.268,152.9,80.24,,100.014,68.174,,80.84,188.875,,124.781,,46.816,,54.969,60.762,48.397,,,,,,,,,,,,167.862,,53.454,58.164,86.862,55.964,,,49.098,51.205,,48.971,,49.839,48.3,52.76,117.752,97.485,105.178,53.322,,51.689,55.458,51.151,130.892,,,64.647,79.695,54.51,54.125,,50.655,59.657,52.349
Aug 29 2018,69.59,,,,,,,,,,,59.923,139.517,68.28,71.521,57.22,50.94,,53.099,54.593,57.493,,,,,,69.965,,72.026,168.004,67.837,58.828,,81.943,150.289,72.603,67.45,108.68,68.117,,,158.153,,117.661,,48.77,,51.428,,51.673,,,,,,,,,,,,174.111,,56.247,63.165,83.952,56.174,,48.607,48.798,49.193,42.52,52.027,,49.333,59.359,,112.739,97.056,92.351,51.057,,55.55,57.631,51.967,134.001,,,69.281,99.041,68.502,49.22,,51.023,54.035,52.495
Aug 30 2018,68.442,,,,,,,,,,,66.09,,63.523,68.545,67.398,48.94,,46.365,67.379,,,,,,,,106.145,73.052,81.61,72.918,59.543,,84.187,134.136,75.8,,,73.505,,,146.43,,114.439,101.0,43.59,,50.796,49.93,47.651,,,,,,,,,,,,174.957,,51.71,57.687,,56.229,,51.136,47.458,56.346,,51.201,,51.15,57.894,,111.484,94.085,90.432,49.066,,55.429,56.04,51.8,139.881,116.298,,64.045,89.173,,,,49.308,53.072,51.735
Aug 31 2018,65.645,,,,,,,,,,,66.989,,60.352,69.082,64.082,46.042,,51.961,54.892,58.017,,,,,,70.35,,65.62,82.434,69.037,60.295,,81.657,,,,,66.359,82.444,,154.78,,123.644,119.105,,,51.451,55.294,52.316,,,,,,,,,,,,168.657,173.665,45.56,57.641,83.132,55.907,,51.38,46.031,51.749,,,,50.273,52.525,49.38,112.004,89.469,104.59,55.05,,54.329,56.108,52.671,120.879,,,60.912,106.095,,44.126,,46.442,54.829,
Sep 01 2018,69.841,,,,,,,,,,,57.593,,63.026,66.893,58.316,49.353,,54.294,61.906,43.826,,,,,,70.465,119.643,69.379,88.535,65.272,55.77,,83.668,,67.7,,92.619,73.89,80.853,,260.164,,121.006,,50.527,,49.5,59.258,53.24,,,,,,,,,,,,175.076,,,59.77,88.743,56.713,70.349,46.257,49.216,53.704,45.07,48.566,,48.675,58.373,47.714,117.432,95.307,102.347,47.717,,52.492,55.889,54.026,123.351,,,62.79,,68.13,53.89,,51.848,54.763,49.406
Sep 02 2018,65.65,,,,,,,,,,,60.928,,61.633,69.323,61.594,48.033,,53.578,64.271,,,,,,,,,71.99,85.285,76.441,60.007,,84.494,115.806,80.629,,,68.411,81.036,84.04,145.491,,117.879,,47.894,,48.713,58.671,,,,,,,,,,,,,162.192,,45.5,58.191,73.597,54.635,,48.091,50.289,49.358,34.5,46.359,,51.72,57.869,48.25,110.793,101.388,105.034,46.703,,55.135,56.596,46.43,128.49,,,63.706,97.58,,45.103,,49.459,50.039,50.191
Sep 03 2018,68.049,,,,,,,,,,,55.199,,61.836,69.507,68.111,44.59,,54.726,,56.326,,,,,,66.794,,93.579,81.026,65.553,65.379,,84.354,115.238,82.007,65.621,,72.28,81.659,,257.406,,123.604,137.608,49.089,,50.796,62.763,,,,,,,,,,,,,164.136,,49.536,54.301,77.22,59.418,58.523,,49.165,52.748,48.603,49.406,,50.586,51.933,52.198,117.143,92.601,105.053,52.319,,53.388,49.155,51.932,122.771,139.43,,66.875,89.547,67.684,,,51.472,,
Sep 04 2018,68.333,,,,,,,,,,,,,60.298,73.323,,51.0,,53.747,55.484,61.453,,,,,,66.79,,72.68,81.596,63.258,60.499,,85.66,,71.82,,,76.368,83.358,,155.879,,114.889,107.347,50.303,,51.351,59.88,48.23,,,,,,,,,,,,171.815,,57.989,59.376,74.533,57.932,69.219,47.255,50.795,53.328,,47.662,,47.645,54.464,52.286,131.908,,105.573,54.771,,58.152,51.741,52.655,128.382,,,66.685,98.588,61.319,,,48.785,58.773,52.149
Sep 05 2018,66.603,,,,,,,,,,,61.458,,56.069,74.214,60.365,47.929,,53.402,64.139,49.45,,,,,,65.0,,75.335,90.956,68.411,53.719,,88.888,128.707,74.653,,97.774,60.0,85.078,,165.718,,123.156,106.135,53.038,,48.764,58.001,,,,,,,,,,,,,163.539,,,60.72,81.821,56.379,,47.846,51.057,50.39,43.595,,,46.767,55.076,51.183,93.354,101.616,106.784,56.94,,51.781,56.099,50.344,135.543,,,,108.37,66.094,50.725,,53.343,61.728,50.39
Sep 06 2018,65.861,,,,,,,,,,,60.551,,64.137,69.699,,,,50.17,65.409,,,,,,,72.036,,75.72,,69.809,,,83.616,134.175,68.504,,93.927,75.083,86.677,,282.705,,115.962,,48.142,,49.974,48.49,,,,,,,,,,,,,178.092,,52.796,60.027,75.36,57.97,,47.935,48.591,60.43,51.034,50.054,,48.753,51.864,48.653,104.047,106.097,108.964,54.572,,56.739,,49.453,123.897,151.46,,62.593,82.82,,49.264,,49.273,,51.593
Sep 07 2018,70.455,,,,,,,,,,,64.569,,66.159,73.693,61.568,52.409,,53.951,,,,,,,,64.335,,73.826,95.047,78.819,65.727,,85.804,128.003,84.85,,99.168,67.061,82.49,,234.921,,111.397,,46.788,,50.919,55.129,49.511,,,,,,,,,,,,167.584,,54.522,63.328,82.303,58.06,,47.331,49.997,,51.309,51.75,,50.194,53.789,45.44,119.293,91.583,105.558,54.381,79.753,55.967,56.679,53.083,123.278,,,69.062,96.806,,50.627,,52.254,53.781,50.952
Sep 08 2018,69.878,,,,,,,,,,,,142.186,56.083,70.842,66.684,52.491,,52.556,56.292,,,,,,,63.741,,84.41,103.76,72.833,70.31,,86.135,134.377,77.644,,,70.873,69.933,,164.028,,127.289,137.189,46.604,,50.001,52.4,50.219,,,,,,,,,,,,177.166,,51.574,62.85,75.535,57.581,,45.078,47.78,53.169,50.44,49.53,,51.387,49.825,52.307,114.79,98.825,103.319,51.906,,51.353,57.334,47.437,127.768,,,65.858,91.092,65.205,48.459,,49.731,59.237,40.04
Sep 09 2018,69.947,,,,,,,,,,,65.796,,64.517,74.224,66.272,47.391,,53.737,62.517,56.579,,,,,,58.83,,71.559,78.151,,59.6,,86.442,,76.751,,100.641,70.88,82.796,,171.344,148.01,118.155,,47.553,,51.408,58.678,,,,,,,,,,,,,162.882,,53.724,63.873,81.174,57.248,65.68,,48.797,46.4,,,,50.881,58.83,53.155,122.465,,104.89,51.161,82.169,51.688,52.328,51.525,139.746,,,65.042,92.189,,51.9,,51.931,54.946,52.406
Sep 10 2018,72.425,,,,,,,,,,,63.358,,63.874,71.582,,50.668,,53.994,,,,,,,,58.689,,73.854,88.344,71.492,,,88.857,118.289,86.495,,119.197,74.384,86.13,,154.078,,124.059,,51.412,,52.568,,46.006,,,,,,,,,,,,166.001,,56.837,62.927,,56.547,,50.552,48.421,,41.64,50.32,,52.985,58.903,,124.455,93.045,104.515,50.053,,52.06,57.843,54.605,136.143,,,66.388,,71.188,,,49.941,59.172,52.125
Sep 11 2018,73.248,,,,,,,,,,,65.386,,67.672,76.154,53.9,,,54.466,60.464,54.214,,,,,,68.981,,75.919,81.695,68.127,62.651,,86.699,,86.97,,137.223,70.621,88.03,,161.391,,129.407,109.604,52.235,,51.904,52.973,53.883,,,,,,,,,,,,171.334,,,61.861,78.717,55.332,,49.863,47.516,55.405,46.158,47.144,,52.809,59.264,56.344,123.05,96.07,112.281,52.132,,53.288,58.583,55.319,137.59,,,66.851,,,50.995,,50.469,55.687,52.416
Sep 12 2018,67.318,,,,,,,,,,,,,66.301,68.223,65.662,47.662,,56.158,66.088,57.776,,,,,,69.736,,78.068,98.473,70.708,65.089,,88.507,114.207,84.932,,,68.844,86.5,,156.583,,122.173,,50.978,,49.998,49.86,,,,,,,,,,,,,166.748,,,62.46,81.961,57.727,60.986,50.988,47.229,49.596,46.918,50.479,,50.961,57.511,67.22,121.075,,106.433,52.82,85.124,53.782,55.821,51.227,134.684,124.328,,65.781,105.76,58.54,53.596,,51.024,58.886,50.49
Sep 13 2018,68.137,,,,,,,,,,,66.09,,60.148,66.434,66.257,51.086,,55.997,,59.608,,,,,,68.585,118.157,70.476,84.203,68.736,66.142,,88.392,133.226,85.076,66.6,,68.727,,,291.043,,124.322,,52.634,,49.429,57.512,46.49,,,,,,,,,,,,165.638,,,62.748,82.339,58.032,60.217,48.092,50.258,54.64,50.871,51.771,,54.756,57.896,,117.775,,106.752,53.198,,54.418,54.795,54.315,136.386,,,65.693,92.98,67.1,48.844,,50.555,57.566,51.78
Sep 14 2018,72.079,,,,,,,,,,,69.775,,66.166,72.032,61.238,51.653,,54.77,68.318,,,,,,,68.377,,74.29,81.612,66.452,62.397,,86.162,136.954,,,110.688,75.674,87.72,,159.957,,126.185,138.31,52.726,,50.962,57.219,,,,,,,,,,,,,173.5,,49.6,55.119,82.021,57.249,,,51.69,54.457,51.209,,,51.967,53.478,,123.135,102.112,112.155,50.617,,52.8,59.25,55.895,126.114,115.0,,67.548,87.589,71.705,46.15,,50.313,57.924,53.38
Sep 15 2018,72.201,,,,,,,,,,,46.0,,63.164,74.486,66.999,47.463,,56.061,,60.327,,,,,,67.03,,74.113,89.259,76.288,55.89,,92.166,138.287,89.283,,112.915,74.712,83.076,86.25,173.306,,133.153,,48.905,105.052,53.067,54.583,46.409,,,,,,,,,,,,176.775,,55.302,58.809,75.741,60.506,,51.198,51.316,51.87,51.304,54.093,,52.803,55.815,50.6,117.412,104.084,109.768,53.447,,55.577,56.254,56.575,138.326,,,68.855,88.324,,,,54.029,62.481,46.638
Sep 16 2018,74.42,,,,,,,,,,,64.57,97.813,66.274,75.5,66.735,50.992,,56.776,,,,,,,,67.783,129.895,74.176,79.761,71.301,61.383,,92.98,146.984,75.11,69.756,97.001,75.284,90.482,,172.029,,121.814,,,,47.861,56.819,46.12,,,,,,,,,,,,171.056,,53.623,61.62,83.46,60.609,,29.059,52.105,,,52.732,,51.975,59.286,,129.281,,112.745,57.949,,52.391,51.43,54.779,141.316,,385.26,72.87,92.706,60.64,40.801,,52.939,62.935,54.428
Sep 17 2018,77.965,,,,,,,,,,,63.375,,69.884,76.892,67.854,53.779,,54.56,68.882,60.886,,,,,,,111.557,79.174,87.254,54.811,66.767,,94.584,120.92,84.048,,103.124,75.833,85.378,,174.666,,120.994,,53.61,,54.276,60.209,50.239,,,,,,,,,,,,161.108,,56.677,63.56,81.792,58.972,70.956,47.154,52.467,45.955,52.972,,,53.142,54.911,54.569,124.676,100.501,107.21,55.328,,50.78,55.544,54.596,123.367,,,67.375,,,,,51.809,,
Sep 18 2018,69.481,,,,,,,,,,,64.775,,66.725,77.934,67.142,46.89,,53.926,67.735,61.203,,,,,,74.727,,,84.086,67.937,68.85,,90.066,133.71,,,101.446,75.041,85.754,,179.374,,125.372,,54.883,,51.389,67.13,54.75,,,,,,,,,,,,173.678,,,65.327,80.971,59.197,,48.564,52.007,,53.713,51.03,,55.166,58.465,,127.132,,106.502,47.04,,54.91,59.051,49.853,132.11,,,68.193,93.478,66.348,48.468,,54.362,60.02,56.75
Sep 19 2018,70.62,,,,,,,,,,,58.407,,64.402,67.838,66.436,,,54.459,66.94,60.747,,,,,,62.095,,77.316,82.287,,69.165,,96.231,132.414,84.601,,94.002,78.45,94.032,,195.618,,126.698,,53.401,,52.426,,54.454,,,,,,,,,,,,177.719,,53.433,63.683,80.349,57.921,,,49.818,51.09,52.482,52.849,,51.963,53.01,,132.634,107.441,112.372,49.671,,56.523,59.817,54.062,140.14,,,68.37,,64.05,56.997,,52.384,61.78,49.26
